event_id,intention_id,event_date,event_type,hours_spent,note,title,category_name,status
586,171,2025-01-14,COMPLETED,0.0,,Build a personal data project,Side Project,COMPLETED
587,27,2023-10-09,ABANDONED,0.0,Lack of motivation,Pay off a small debt,Financial,ABANDONED
588,106,2025-05-27,CREATED,0.0,,Start a houseplant collection,Hobby,OPEN/STALLED
589,297,2024-02-11,RESEARCHED,0.4,,Learn the basics of investing,Financial,ABANDONED
590,280,2024-04-20,CREATED,0.0,,Learn to cook healthier meals,Fitness & Health,OPEN/STALLED
591,69,2023-03-02,RESEARCHED,0.7,,Call an old friend,Relationships,REPLACED
592,158,2024-07-26,RESEARCHED,0.9,,Plan a family visit,Relationships,ABANDONED
593,76,2024-01-16,POSTPONED,0.0,No accountability,Review and cut subscriptions,Financial,OPEN/STALLED
594,318,2024-10-26,PLANNED,0.0,,Plan a trip itinerary,Travel,ABANDONED
595,190,2024-04-25,CREATED,0.0,,Train for a 5k run,Fitness & Health,ABANDONED
596,85,2025-02-11,CONTINUED,2.2,,START A READING CHALLENGE,Hobby,OPEN/STALLED
597,319,2025-05-09,RESEARCHED,1.0,,RESEARCH INVESTMENT OPTIONS,Financial,OPEN/STALLED
598,130,2024-05-22,CONTINUED,3.0,,Start a puzzle-solving habit,Hobby,COMPLETED
599,257,2023-09-21,POSTPONED,0.0,Overestimated effort required,Learn basic public speaking,Learning & Skills,OPEN/STALLED
600,100,2024-05-17,RESEARCHED,1.3,,Learn to cook healthier meals,Fitness & Health,OPEN/STALLED
601,70,2024-12-31,REPLACED,0.0,Replaced by a different priority,Fix a recurring household issue,Home & Admin,REPLACED
602,252,2025-07-27,POSTPONED,0.0,Unclear next step,Complete a data visualization course,Learning & Skills,OPEN/STALLED
603,170,2024-01-19,STARTED,0.0,,Research a relocation destination,Travel,ABANDONED
604,25,2024-05-10,CONTINUED,0.0,,Renew an expiring document,Home & Admin,COMPLETED
605,19,2023-05-23,CREATED,0.0,,Start a home workout routine,Fitness & Health,OPEN/STALLED
606,318,2024-11-29,ABANDONED,0.0,Competing priorities,Plan a trip itinerary,Travel,ABANDONED
607,85,2025-01-17,CONTINUED,3.0,,START A READING CHALLENGE,Hobby,OPEN/STALLED
608,54,2024-08-15,CREATED,0.0,,Complete a data visualization course,Learning & Skills,OPEN/STALLED
609,235,2023-10-09,RESEARCHED,3.3,,Get a professional certification,Career,OPEN/STALLED
610,288,2023-04-24,PLANNED,0.0,,Build a portfolio project,Side Project,OPEN/STALLED
611,85,2025-02-09,CONTINUED,9.0,,START A READING CHALLENGE,Hobby,OPEN/STALLED
612,112,2024-08-01,RESEARCHED,0.4,,JOIN A LOCAL SOCIAL GROUP,Relationships,OPEN/STALLED
613,133,2024-04-16,ABANDONED,0.0,Lost interest,Learn key phrases for a trip,Travel,ABANDONED
614,282,2023-07-20,CONTINUED,0.0,,Learn to cook healthier meals,Fitness & Health,COMPLETED
615,121,2023-04-21,CREATED,0.0,,Start a home workout routine,Fitness & Health,OPEN/STALLED
616,286,2024-08-12,RESEARCHED,0.3,,Plan a road trip route,Travel,OPEN/STALLED
617,20,2025-04-20,COMPLETED,0.0,,Start a small garden,Hobby,COMPLETED
618,164,2023-02-11,CREATED,0.0,,PLAN A SAVINGS GOAL,Financial,OPEN/STALLED
619,188,2023-12-06,CREATED,0.0,,Contribute to an open-source project,Side Project,REPLACED
620,65,2025-05-26,PLANNED,0.0,,Learn touch typing,Learning & Skills,OPEN/STALLED
621,171,2024-11-04,CREATED,0.0,,Build a personal data project,Side Project,COMPLETED
622,39,2024-01-31,STARTED,0.0,,Start a freelance side gig,Side Project,COMPLETED
623,200,2024-10-30,RESEARCHED,1.1,,Start sketching daily,Creative,ABANDONED
624,76,2024-01-19,CONTINUED,1.4,,Review and cut subscriptions,Financial,OPEN/STALLED
625,23,2024-09-02,CREATED,0.0,,Reconnect with a former colleague,Relationships,OPEN/STALLED
626,46,2023-04-11,CREATED,0.0,,Plan a road trip route,Travel,OPEN/STALLED
627,3,2023-08-31,RESEARCHED,1.0,,Apply to 10 jobs abroad,Career,ABANDONED
628,20,2024-09-24,RESEARCHED,0.0,,Start a small garden,Hobby,COMPLETED
629,308,2025-01-07,PLANNED,0.0,,Try a new craft technique,Creative,COMPLETED
630,312,2024-04-24,CONTINUED,4.8,,Start a small blog,Side Project,COMPLETED
631,288,2023-04-04,RESEARCHED,0.3,,Build a portfolio project,Side Project,OPEN/STALLED
632,135,2023-04-18,RESEARCHED,2.3,,Prototype a small app idea,Side Project,COMPLETED
633,303,2023-06-12,RESEARCHED,0.7,,Automate a recurring bill payment,Home & Admin,OPEN/STALLED
634,234,2023-07-22,CONTINUED,0.9,,LEARN SQL PROPERLY,Learning & Skills,OPEN/STALLED
635,282,2023-08-16,CONTINUED,0.4,,Learn to cook healthier meals,Fitness & Health,COMPLETED
636,173,2023-10-15,CONTINUED,3.9,,Plan a solo trip,Travel,COMPLETED
637,26,2024-08-04,CONTINUED,1.8,,Ask for a performance review,Career,ABANDONED
638,288,2023-03-13,RESEARCHED,0.0,,Build a portfolio project,Side Project,OPEN/STALLED
639,223,2024-02-21,RESEARCHED,1.3,,Schedule regular calls with family,Relationships,COMPLETED
640,127,2024-04-05,RESEARCHED,0.4,,Book a long-postponed trip,Travel,COMPLETED
641,274,2025-05-18,RESEARCHED,1.4,,Learn touch typing,Learning & Skills,OPEN/STALLED
642,60,2024-05-27,REPLACED,0.0,Replaced by a different priority,Start a photography project,Creative,REPLACED
643,91,2023-11-11,RESEARCHED,5.1,,Start going to the gym 3x/week,Fitness & Health,COMPLETED
644,115,2025-02-22,RESEARCHED,0.7,,Reconnect with a former colleague,Relationships,OPEN/STALLED
645,290,2024-06-19,CREATED,0.0,,Research flights for a trip,Travel,OPEN/STALLED
646,96,2023-12-07,CONTINUED,0.4,,Learn touch typing,Learning & Skills,COMPLETED
647,227,2025-01-07,RESEARCHED,0.2,,Organize digital files,Home & Admin,ABANDONED
648,282,2023-04-20,STARTED,0.0,,Learn to cook healthier meals,Fitness & Health,COMPLETED
649,189,2024-04-27,RESEARCHED,3.4,,Learn basic public speaking,Learning & Skills,OPEN/STALLED
650,304,2025-05-25,RESEARCHED,3.1,,Improve sleep schedule,Fitness & Health,OPEN/STALLED
651,233,2023-06-11,RESEARCHED,3.1,,Review and cut subscriptions,Financial,ABANDONED
652,154,2024-11-07,CREATED,0.0,,Redesign a personal art portfolio,Creative,OPEN/STALLED
653,85,2024-12-15,STARTED,0.0,,START A READING CHALLENGE,Hobby,OPEN/STALLED
654,307,2023-09-26,RESEARCHED,1.1,,Learn a new design software,Creative,OPEN/STALLED
655,74,2025-03-29,RESEARCHED,3.9,,Build an emergency fund,Financial,OPEN/STALLED
656,79,2025-07-11,RESEARCHED,0.4,,Update CV and LinkedIn profile,Career,OPEN/STALLED
657,126,2024-11-19,RESEARCHED,0.3,,Learn basic public speaking,Learning & Skills,OPEN/STALLED
658,241,2023-03-15,RESEARCHED,2.3,,Start journaling regularly,Hobby,ABANDONED
659,199,2024-08-26,ABANDONED,0.0,Low energy / burnout,Try a new recipe every week,Hobby,ABANDONED
660,74,2025-04-02,RESEARCHED,2.2,,Build an emergency fund,Financial,OPEN/STALLED
661,117,2024-12-10,POSTPONED,0.0,Blocked by dependency,Deep clean the kitchen,Home & Admin,ABANDONED
662,258,2024-01-31,RESEARCHED,2.7,,Renew an expiring document,Home & Admin,ABANDONED
663,181,2023-10-25,POSTPONED,0.0,Lack of time,Update personal records,Home & Admin,OPEN/STALLED
664,76,2023-12-16,CONTINUED,2.5,,Review and cut subscriptions,Financial,OPEN/STALLED
665,200,2024-11-30,PLANNED,0.0,,Start sketching daily,Creative,ABANDONED
666,9,2024-08-31,CONTINUED,3.7,,Plan a family visit,Relationships,COMPLETED
667,304,2025-06-04,RESEARCHED,0.8,,Improve sleep schedule,Fitness & Health,OPEN/STALLED
668,261,2024-05-24,PLANNED,0.0,,Create a travel budget,Travel,OPEN/STALLED
669,197,2023-10-18,POSTPONED,0.0,Perfectionism / fear of failure,Write a long-overdue message,Relationships,COMPLETED
670,18,2024-03-20,RESEARCHED,2.7,,Learn a new design software,Creative,ABANDONED
671,170,2024-01-06,PLANNED,0.0,,Research a relocation destination,Travel,ABANDONED
672,63,2024-10-16,RESEARCHED,1.2,,Research investment options,Financial,ABANDONED
673,38,2023-02-24,PLANNED,0.0,,WRITE SHORT STORIES WEEKLY,Creative,OPEN/STALLED
674,165,2025-03-12,CONTINUED,3.2,,Research flights for a trip,Travel,OPEN/STALLED
675,306,2023-10-19,CREATED,0.0,,Plan a road trip route,Travel,COMPLETED
676,39,2024-05-21,CONTINUED,4.1,,Start a freelance side gig,Side Project,COMPLETED
677,165,2024-11-03,RESEARCHED,0.6,,Research flights for a trip,Travel,OPEN/STALLED
678,16,2023-08-23,CREATED,0.0,,Declutter the apartment,Home & Admin,OPEN/STALLED
679,291,2024-02-28,RESEARCHED,0.7,,FIX A RECURRING HOUSEHOLD ISSUE,Home & Admin,COMPLETED
680,249,2024-01-20,RESEARCHED,0.3,,Learn touch typing,Learning & Skills,OPEN/STALLED
681,49,2024-04-05,COMPLETED,0.0,,Set up automatic savings,Financial,COMPLETED
682,216,2024-01-10,CREATED,60.0,,Repair a strained relationship,Relationships,OPEN/STALLED
683,26,2024-09-23,POSTPONED,0.0,Lack of motivation,Ask for a performance review,Career,ABANDONED
684,312,2023-11-19,PLANNED,0.0,,Start a small blog,Side Project,COMPLETED
685,291,2024-03-24,PLANNED,0.0,,FIX A RECURRING HOUSEHOLD ISSUE,Home & Admin,COMPLETED
686,58,2024-07-30,CREATED,0.0,,Plan a weekend getaway,Travel,OPEN/STALLED
687,55,2023-12-27,STARTED,0.0,,Schedule regular calls with family,Relationships,COMPLETED
688,260,2023-04-21,ABANDONED,0.0,Competing priorities,Start meditating daily,Fitness & Health,ABANDONED
689,26,2024-06-26,RESEARCHED,2.0,,Ask for a performance review,Career,ABANDONED
690,91,2023-12-01,PLANNED,0.0,,Start going to the gym 3x/week,Fitness & Health,COMPLETED
691,301,2023-04-24,RESEARCHED,1.0,,Improve sleep schedule,Fitness & Health,OPEN/STALLED
692,170,2023-11-21,RESEARCHED,0.3,,Research a relocation destination,Travel,ABANDONED
693,167,2023-12-23,CREATED,0.0,,STUDY FOR A CERTIFICATION EXAM,Learning & Skills,ABANDONED
694,18,2024-04-21,POSTPONED,0.0,Low energy / burnout,Learn a new design software,Creative,ABANDONED
695,249,2024-01-02,RESEARCHED,0.6,,Learn touch typing,Learning & Skills,OPEN/STALLED
696,2,2023-05-08,RESEARCHED,1.3,,Practice a new software tool weekly,Learning & Skills,ABANDONED
697,225,2024-03-16,RESEARCHED,1.6,,Plan a road trip route,Travel,REPLACED
698,186,2025-03-28,CONTINUED,1.1,,FIND A MENTOR IN MY FIELD,Career,COMPLETED
699,111,2023-07-09,POSTPONED,0.0,Perfectionism / fear of failure,LEARN TO COOK HEALTHIER MEALS,Fitness & Health,COMPLETED
700,300,2025-02-23,CREATED,0.0,,Try a new craft technique,Creative,OPEN/STALLED
701,57,2025-04-14,POSTPONED,0.0,Competing priorities,Research visa requirements,Travel,ABANDONED
702,139,2023-12-19,CREATED,0.0,,Build a personal dashboard,Side Project,ABANDONED
703,84,2023-04-25,RESEARCHED,0.9,,Automate a recurring bill payment,Home & Admin,COMPLETED
704,96,2024-03-03,CONTINUED,2.7,,Learn touch typing,Learning & Skills,COMPLETED
705,96,2023-11-29,POSTPONED,0.0,Lack of motivation,Learn touch typing,Learning & Skills,COMPLETED
706,141,2024-01-30,ABANDONED,0.0,Unclear next step,Read one book on statistics,Learning & Skills,ABANDONED
707,107,2023-12-30,RESEARCHED,1.3,,Plan a solo trip,Travel,ABANDONED
708,134,2025-03-23,STARTED,0.0,,Plan a savings goal,Financial,OPEN/STALLED
709,179,2024-09-05,CREATED,0.0,,Organize a small get-together,Relationships,ABANDONED
710,100,2024-04-28,RESEARCHED,4.1,,Learn to cook healthier meals,Fitness & Health,OPEN/STALLED
711,187,2024-05-29,RESEARCHED,0.8,,Write a long-overdue message,Relationships,OPEN/STALLED
712,39,2024-07-27,POSTPONED,0.0,Unclear next step,Start a freelance side gig,Side Project,COMPLETED
713,111,2023-06-08,RESEARCHED,0.9,,LEARN TO COOK HEALTHIER MEALS,Fitness & Health,COMPLETED
714,185,2024-08-29,RESEARCHED,0.9,,Start a photography project,Creative,COMPLETED
715,28,2024-10-19,RESEARCHED,0.3,,Start a small blog,Side Project,ABANDONED
716,289,2024-11-30,RESEARCHED,1.0,,Learn basic public speaking,Learning & Skills,OPEN/STALLED
717,148,2024-08-18,RESEARCHED,0.6,,Research a relocation destination,Travel,OPEN/STALLED
718,15,2023-10-04,CREATED,0.0,,Create a travel budget,Travel,OPEN/STALLED
719,134,2025-05-05,CONTINUED,3.1,,Plan a savings goal,Financial,OPEN/STALLED
720,299,2023-02-09,PLANNED,0.0,,Build an automation script,Side Project,OPEN/STALLED
721,91,2024-02-16,CONTINUED,2.1,,Start going to the gym 3x/week,Fitness & Health,COMPLETED
722,214,2025-06-09,CONTINUED,1.5,,Plan a weekend getaway,Travel,COMPLETED
723,311,2025-07-05,RESEARCHED,0.8,,Build a portfolio website,Career,ABANDONED
724,249,2024-01-03,RESEARCHED,1.3,,Learn touch typing,Learning & Skills,OPEN/STALLED
725,9,2024-11-06,CONTINUED,1.0,,Plan a family visit,Relationships,COMPLETED
726,168,2023-12-25,RESEARCHED,0.6,,Learn conversational Spanish,Learning & Skills,ABANDONED
727,255,2023-01-07,CREATED,0.0,,Set up a filing system,Home & Admin,OPEN/STALLED
728,34,2025-01-29,RESEARCHED,3.3,,Contribute to an open-source project,Side Project,OPEN/STALLED
729,148,2024-08-13,CREATED,0.0,,Research a relocation destination,Travel,OPEN/STALLED
730,26,2024-10-15,CONTINUED,1.5,,Ask for a performance review,Career,ABANDONED
731,282,2023-04-02,RESEARCHED,0.5,,Learn to cook healthier meals,Fitness & Health,COMPLETED
732,163,2023-03-18,RESEARCHED,1.6,,START A PUZZLE-SOLVING HABIT,Hobby,OPEN/STALLED
733,15,2023-10-25,RESEARCHED,0.0,,Create a travel budget,Travel,OPEN/STALLED
734,181,2023-11-06,PLANNED,0.0,,Update personal records,Home & Admin,OPEN/STALLED
735,69,2023-08-03,CONTINUED,4.4,,Call an old friend,Relationships,REPLACED
736,55,2023-10-28,RESEARCHED,0.8,,Schedule regular calls with family,Relationships,COMPLETED
737,176,2024-04-25,RESEARCHED,1.2,,Write short stories weekly,Creative,ABANDONED
738,238,2024-04-14,CREATED,0.0,,Start a freelance side gig,Side Project,OPEN/STALLED
739,219,2024-05-29,STARTED,0.0,,Read one book on statistics,Learning & Skills,OPEN/STALLED
740,206,2024-08-16,PLANNED,0.0,,BUILD AN EMERGENCY FUND,Financial,ABANDONED
741,205,2025-01-12,RESEARCHED,0.6,,Start a puzzle-solving habit,Hobby,OPEN/STALLED
742,295,2024-10-16,RESEARCHED,1.1,,Organize digital files,Home & Admin,OPEN/STALLED
743,55,2024-04-07,COMPLETED,0.0,,Schedule regular calls with family,Relationships,COMPLETED
744,297,2024-04-10,ABANDONED,0.0,Blocked by dependency,Learn the basics of investing,Financial,ABANDONED
745,203,2025-06-03,RESEARCHED,0.5,,Track spending for a month,Financial,OPEN/STALLED
746,184,2024-02-26,RESEARCHED,0.3,,Build a personal dashboard,Side Project,OPEN/STALLED
747,306,2024-01-05,CONTINUED,3.5,,Plan a road trip route,Travel,COMPLETED
748,252,2025-06-28,RESEARCHED,3.2,,Complete a data visualization course,Learning & Skills,OPEN/STALLED
749,197,2024-03-02,COMPLETED,0.0,,Write a long-overdue message,Relationships,COMPLETED
750,64,2023-09-15,CREATED,0.0,,Plan a savings goal,Financial,OPEN/STALLED
751,26,2024-12-05,CONTINUED,60.0,,Ask for a performance review,Career,ABANDONED
752,244,2025-07-23,RESEARCHED,0.6,,Schedule regular calls with family,Relationships,OPEN/STALLED
753,157,2024-12-18,RESEARCHED,60.0,,Research a relocation destination,Travel,COMPLETED
754,60,2024-01-04,CONTINUED,1.3,,Start a photography project,Creative,REPLACED
755,63,2024-11-09,POSTPONED,0.0,Lack of money,Research investment options,Financial,ABANDONED
756,108,2025-05-14,POSTPONED,0.0,Lack of motivation,Repair a strained relationship,Relationships,OPEN/STALLED
757,143,2023-10-31,CREATED,0.0,,Read one book on statistics,Learning & Skills,OPEN/STALLED
758,241,2023-04-06,POSTPONED,0.0,Lost interest,Start journaling regularly,Hobby,ABANDONED
759,316,2024-04-29,CONTINUED,1.1,,Plan a family visit,Relationships,ABANDONED
760,140,2023-10-08,RESEARCHED,0.7,,Reorganize the wardrobe,Home & Admin,OPEN/STALLED
761,271,2025-01-18,RESEARCHED,1.7,,Start a small garden,Hobby,ABANDONED
762,259,2023-04-06,RESEARCHED,0.9,,Start a reading challenge,Hobby,OPEN/STALLED
763,221,2023-07-11,PLANNED,0.0,,Plan a family visit,Relationships,COMPLETED
764,62,2023-10-06,RESEARCHED,0.9,,Learn conversational Spanish,Learning & Skills,ABANDONED
765,271,2025-03-24,ABANDONED,0.0,Overestimated effort required,Start a small garden,Hobby,ABANDONED
766,91,2024-05-22,POSTPONED,0.0,Blocked by dependency,Start going to the gym 3x/week,Fitness & Health,COMPLETED
767,121,2023-05-11,RESEARCHED,0.7,,Start a home workout routine,Fitness & Health,OPEN/STALLED
768,200,2024-10-24,RESEARCHED,1.9,,Start sketching daily,Creative,ABANDONED
769,169,2025-05-11,RESEARCHED,2.6,,Compare insurance providers,Financial,ABANDONED
770,61,2025-01-19,COMPLETED,0.0,,Learn basic calligraphy,Hobby,COMPLETED
771,254,2023-06-11,COMPLETED,0.0,,Start a puzzle-solving habit,Hobby,COMPLETED
772,125,2023-12-27,RESEARCHED,2.0,,Start a houseplant collection,Hobby,OPEN/STALLED
773,51,2023-04-30,CONTINUED,3.0,,Organize digital files,Home & Admin,COMPLETED
774,30,2024-01-09,COMPLETED,0.0,,Finish a painting series,Creative,COMPLETED
775,297,2024-03-10,RESEARCHED,1.1,,Learn the basics of investing,Financial,ABANDONED
776,161,2024-09-02,ABANDONED,0.0,Competing priorities,Learn the basics of investing,Financial,ABANDONED
777,292,2025-05-23,ABANDONED,0.0,Lost interest,Start a houseplant collection,Hobby,ABANDONED
778,302,2025-06-03,RESEARCHED,1.6,,Build a personal dashboard,Side Project,ABANDONED
779,130,2023-11-27,CREATED,0.0,,Start a puzzle-solving habit,Hobby,COMPLETED
780,170,2024-05-22,ABANDONED,0.0,Lost interest,Research a relocation destination,Travel,ABANDONED
781,313,2023-07-19,RESEARCHED,0.4,,Research flights for a trip,Travel,ABANDONED
782,100,2024-06-11,RESEARCHED,2.2,,Learn to cook healthier meals,Fitness & Health,OPEN/STALLED
783,60,2024-04-04,CONTINUED,1.0,,Start a photography project,Creative,REPLACED
784,14,2024-07-15,RESEARCHED,1.1,,Start journaling regularly,Hobby,REPLACED
785,133,2024-02-24,PLANNED,0.0,,Learn key phrases for a trip,Travel,ABANDONED
786,25,2024-03-08,POSTPONED,0.0,Blocked by dependency,Renew an expiring document,Home & Admin,COMPLETED
787,268,2025-06-07,RESEARCHED,1.8,,Build a personal dashboard,Side Project,COMPLETED
788,312,2024-05-11,COMPLETED,0.0,,Start a small blog,Side Project,COMPLETED
789,188,2023-12-17,RESEARCHED,2.5,,Contribute to an open-source project,Side Project,REPLACED
790,234,2023-05-17,RESEARCHED,1.5,,LEARN SQL PROPERLY,Learning & Skills,OPEN/STALLED
791,39,2024-06-17,CONTINUED,3.9,,Start a freelance side gig,Side Project,COMPLETED
792,308,2025-06-15,COMPLETED,0.0,,Try a new craft technique,Creative,COMPLETED
793,138,2024-11-10,CREATED,0.0,,Redesign a personal art portfolio,Creative,OPEN/STALLED
794,61,2025-01-10,PLANNED,0.0,,Learn basic calligraphy,Hobby,COMPLETED
795,65,2025-05-09,RESEARCHED,0.2,,Learn touch typing,Learning & Skills,OPEN/STALLED
796,80,2023-02-23,RESEARCHED,1.2,,Learn a card or board game deeply,Hobby,OPEN/STALLED
797,273,2025-05-22,RESEARCHED,0.6,,Collect and organize a hobby set,Hobby,OPEN/STALLED
798,282,2023-04-15,PLANNED,0.0,,Learn to cook healthier meals,Fitness & Health,COMPLETED
799,174,2023-05-28,RESEARCHED,0.5,,PLAN A TRIP ITINERARY,Travel,OPEN/STALLED
800,174,2023-10-07,POSTPONED,0.0,Low energy / burnout,PLAN A TRIP ITINERARY,Travel,OPEN/STALLED
801,234,2023-06-25,STARTED,0.0,,LEARN SQL PROPERLY,Learning & Skills,OPEN/STALLED
802,126,2024-11-06,RESEARCHED,1.6,,Learn basic public speaking,Learning & Skills,OPEN/STALLED
803,63,2024-09-23,RESEARCHED,0.9,,Research investment options,Financial,ABANDONED
804,182,2024-08-27,RESEARCHED,3.8,,Plan a savings goal,Financial,COMPLETED
805,296,2023-06-19,PLANNED,0.0,,Compare insurance providers,Financial,ABANDONED
806,285,2024-11-14,RESEARCHED,3.8,,Finish an online Python course,Learning & Skills,OPEN/STALLED
807,227,2025-02-07,STARTED,0.0,,Organize digital files,Home & Admin,ABANDONED
808,97,2025-07-16,CONTINUED,1.3,,Prepare for technical interviews,Career,OPEN/STALLED
809,165,2024-12-07,RESEARCHED,1.8,,Research flights for a trip,Travel,OPEN/STALLED
810,103,2023-08-25,CREATED,0.0,,Improve sleep schedule,Fitness & Health,ABANDONED
811,44,2023-07-16,CREATED,0.0,,Finish an online Python course,Learning & Skills,OPEN/STALLED
812,124,2025-05-20,CREATED,0.0,,Learn to use Power BI,Learning & Skills,OPEN/STALLED
813,277,2023-08-02,PLANNED,0.0,,Build a personal dashboard,Side Project,COMPLETED
814,218,2025-05-27,POSTPONED,0.0,Lack of money,Start a small garden,Hobby,OPEN/STALLED
815,27,2023-06-06,CREATED,0.0,,Pay off a small debt,Financial,ABANDONED
816,61,2025-01-14,STARTED,0.0,,Learn basic calligraphy,Hobby,COMPLETED
817,101,2025-02-12,POSTPONED,0.0,No accountability,Start a niche newsletter,Side Project,ABANDONED
818,301,2023-05-08,PLANNED,0.0,,Improve sleep schedule,Fitness & Health,OPEN/STALLED
819,219,2024-06-22,CONTINUED,0.7,,Read one book on statistics,Learning & Skills,OPEN/STALLED
820,206,2024-08-08,RESEARCHED,0.8,,BUILD AN EMERGENCY FUND,Financial,ABANDONED
821,160,2024-04-24,CREATED,0.0,,Research a relocation destination,Travel,OPEN/STALLED
822,127,2024-07-12,CONTINUED,2.3,,Book a long-postponed trip,Travel,COMPLETED
823,243,2025-06-09,RESEARCHED,3.8,,Finish an online Python course,Learning & Skills,OPEN/STALLED
824,58,2024-08-23,RESEARCHED,0.5,,Plan a weekend getaway,Travel,OPEN/STALLED
825,25,2024-02-07,CONTINUED,4.2,,Renew an expiring document,Home & Admin,COMPLETED
826,49,2024-01-14,CONTINUED,1.0,,Set up automatic savings,Financial,COMPLETED
827,130,2024-04-18,CONTINUED,0.0,,Start a puzzle-solving habit,Hobby,COMPLETED
828,28,2024-09-25,RESEARCHED,4.0,,Start a small blog,Side Project,ABANDONED
829,222,2023-05-17,RESEARCHED,0.3,,Research a relocation destination,Travel,REPLACED
830,108,2025-03-02,RESEARCHED,0.6,,Repair a strained relationship,Relationships,OPEN/STALLED
831,313,2023-09-14,ABANDONED,0.0,Unclear next step,Research flights for a trip,Travel,ABANDONED
832,182,2024-10-11,CONTINUED,1.1,,Plan a savings goal,Financial,COMPLETED
833,73,2025-04-27,RESEARCHED,1.0,,Update personal records,Home & Admin,OPEN/STALLED
834,214,2025-04-12,PLANNED,0.0,,Plan a weekend getaway,Travel,COMPLETED
835,164,2023-03-02,RESEARCHED,0.2,,PLAN A SAVINGS GOAL,Financial,OPEN/STALLED
836,165,2024-10-29,CREATED,0.0,,Research flights for a trip,Travel,OPEN/STALLED
837,258,2024-02-16,RESEARCHED,0.6,,Renew an expiring document,Home & Admin,ABANDONED
838,284,2024-04-21,RESEARCHED,0.3,,Track spending for a month,Financial,ABANDONED
839,312,2023-12-19,STARTED,0.0,,Start a small blog,Side Project,COMPLETED
840,174,2023-06-19,RESEARCHED,1.4,,PLAN A TRIP ITINERARY,Travel,OPEN/STALLED
841,158,2024-08-25,RESEARCHED,1.8,,Plan a family visit,Relationships,ABANDONED
842,70,2024-12-31,REPLACED,0.0,Replaced by a different priority,Fix a recurring household issue,Home & Admin,REPLACED
843,287,2024-12-09,PLANNED,0.0,,Plan a road trip route,Travel,ABANDONED
844,69,2023-03-02,RESEARCHED,0.7,,Call an old friend,Relationships,REPLACED
845,153,2024-09-27,CREATED,0.0,,Plan a savings goal,Financial,OPEN/STALLED
846,167,2023-12-25,RESEARCHED,0.2,,STUDY FOR A CERTIFICATION EXAM,Learning & Skills,ABANDONED
847,51,2023-05-18,CONTINUED,60.0,,Organize digital files,Home & Admin,COMPLETED
848,55,2024-04-03,CONTINUED,0.0,,Schedule regular calls with family,Relationships,COMPLETED
849,84,2023-04-05,RESEARCHED,1.0,,Automate a recurring bill payment,Home & Admin,COMPLETED
850,304,2025-05-14,RESEARCHED,6.1,,Improve sleep schedule,Fitness & Health,OPEN/STALLED
851,312,2024-01-29,CONTINUED,0.9,,Start a small blog,Side Project,COMPLETED
852,62,2023-10-21,POSTPONED,0.0,Unclear next step,Learn conversational Spanish,Learning & Skills,ABANDONED
853,72,2025-06-24,RESEARCHED,0.3,,Cut down on sugar,Fitness & Health,OPEN/STALLED
854,9,2024-12-04,CONTINUED,6.6,,Plan a family visit,Relationships,COMPLETED
855,6,2023-10-12,CREATED,0.0,,Plan a date night routine,Relationships,OPEN/STALLED
856,111,2023-08-24,CONTINUED,2.0,,LEARN TO COOK HEALTHIER MEALS,Fitness & Health,COMPLETED
857,25,2023-11-14,RESEARCHED,0.7,,Renew an expiring document,Home & Admin,COMPLETED
858,213,2023-10-07,CREATED,0.0,,Build a personal dashboard,Side Project,REPLACED
859,85,2025-02-28,POSTPONED,0.0,Lack of money,START A READING CHALLENGE,Hobby,OPEN/STALLED
860,130,2024-01-05,PLANNED,0.0,,Start a puzzle-solving habit,Hobby,COMPLETED
861,13,2023-08-18,POSTPONED,0.0,Competing priorities,Set up a filing system,Home & Admin,ABANDONED
862,161,2024-07-11,RESEARCHED,0.3,,Learn the basics of investing,Financial,ABANDONED
863,111,2023-05-17,RESEARCHED,1.1,,LEARN TO COOK HEALTHIER MEALS,Fitness & Health,COMPLETED
864,169,2025-06-21,RESEARCHED,1.7,,Compare insurance providers,Financial,ABANDONED
865,219,2024-07-01,POSTPONED,0.0,Lack of time,Read one book on statistics,Learning & Skills,OPEN/STALLED
866,95,2024-03-06,RESEARCHED,3.6,,Repair a strained relationship,Relationships,ABANDONED
867,238,2024-05-06,RESEARCHED,2.4,,Start a freelance side gig,Side Project,OPEN/STALLED
868,170,2024-03-16,POSTPONED,0.0,Lack of motivation,Research a relocation destination,Travel,ABANDONED
869,73,2025-04-15,RESEARCHED,60.0,,Update personal records,Home & Admin,OPEN/STALLED
870,123,2025-01-07,RESEARCHED,0.8,,Practice a new software tool weekly,Learning & Skills,ABANDONED
871,94,2025-06-29,RESEARCHED,0.2,,Plan a trip itinerary,Travel,OPEN/STALLED
872,202,2024-08-24,CREATED,0.0,,Research visa requirements,Travel,REPLACED
873,85,2025-01-02,CONTINUED,11.9,,START A READING CHALLENGE,Hobby,OPEN/STALLED
874,135,2023-07-25,CONTINUED,1.1,,Prototype a small app idea,Side Project,COMPLETED
875,70,2024-12-21,RESEARCHED,3.2,,Fix a recurring household issue,Home & Admin,REPLACED
876,276,2025-04-22,RESEARCHED,1.1,,Try a new craft technique,Creative,COMPLETED
877,114,2023-12-02,CREATED,0.0,,Compare insurance providers,Financial,OPEN/STALLED
